quote,tags
المبالغة في التحية ازدراء .,['أمثال']
سوف تبدو مرعوبة. أي نوع من الوحوش يمكن أن يكره الشوكولاتة؟,"['شوكولاتة', 'وحوش']"
الشئ الوحيد الثابت في الحياة هو التغيير المستمر .,"['تفكير،', 'تغيير']"
أحب دائما أن يقول لي الناس انك لا تستطيع أن تفعل ذلك ، لأنهم كلما قالوا لي ذلك أفعله بجدارة .,"['تنمية', 'الذات،', 'تحفيز']"
إذا كنت تبحث عن الكمال ، فلن تكون راضيًا أبدًا.,['الكمال']
القراءة هي شكل من أشكال الهروب. الجري من أجل حياتك شيء آخر .,"['قرا', 'الفكاهة']"
توظيب الافكار قبل توظيب الاعمال .,"['تنمية', 'الذات،', 'تحفيز']"
سيلاحظ أصحاب الكلاب أنه إذا وفرت لهم الطعام والماء والمأوى والعاطفة ، فإنهم سيعتقدون أنك الله. في حين أن مالكي القطط مجبرون على إدراك أنه إذا وفرت لهم الطعام والماء والمأوى والمودة ، فإنهم يتوصلون إلى نتيجة مفادها أنهم آلهة .,"['عاطفة', 'إلحاد', 'قطط']"
البعض يسبب السعادة اينما ذهبوا؛ الآخرين متى ذهبوا .,"['إهانة', 'كلاسيكية']"
الطريق الملكي لقلب الرجل هو التحدث معه عن أكثر ما يقدره.,"['حوار،', 'تعامل']"
لا تثق في الشخص الذي يرى الخير في كل شئ ، و لا في الذي يرى الشر في كل شئ .. و حذار من الشخص الذي لا يبالي بشئ .,"['طموح،', 'نجاح']"
الصلاة لا تسأل. ومن توق الروح. إنه اعتراف يومي بضعف المرء. الأفضل في الصلاة أن يكون لك قلب بدون كلام من كلام بلا قلب .,"['إله', 'قلب', 'إنسانية']"
الحب لا يموت موتا طبيعيا. يموت لأننا لا نعرف كيفية تجديد مصدره. يموت من العمى والأخطاء والخيانات. يموت من المرض والجروح. إنها تموت من التعب ، من الذبول ، من البقع .,"['يحبون', 'الموت']"
كلما زادت معرفتي بالعالم ، زادت اقتناعي بأنني لن أرى أبدًا رجلاً يمكنني أن أحبه حقًا. أنا أطلب الكثير!,"['الحب', 'المتطلبات']"
العمل يبعد عنا ثلاث آفات خطيرة : الضجر، و نزعة الشر، و العوز .,"['طموح،', 'نجاح']"
تتساءل النساء الجميلات أين يكمن سرّي ، فأنا لست لطيفًا أو مصممًا ليناسب حجم عارضة الأزياء ، لكن عندما بدأت في إخبارهن ، يعتقدن أنني أكذب ، أقول ، إنه في متناول ذراعي. الوركين ، خطوة خطواتي ، تجعد شفتي. أنا امرأة بشكل غير طبيعي. امرأة غير عادية ، هذا أنا .,"['ظاهرة', 'المرأة']"
أكثر أشكال الغباء انتشاراً هو أن ينسى المرء الهدف من وجوده .,['حقيقة']
الكتب موجودة ، و المكتبات موجودة ، و مراكز الأبحاث موجودة ، و خدمات الأنترنيت موجودة ، و لكن في مكان مرتفع لا يصل إليه قصار الهمة و العقول .,"['علم،', 'معرفة']"
الماء البعيد لا يطفئ الحريق .,['أمثال']
تعود على قول كلمات مثل : شكراً جزيلاً ، أرجوك ، من فضلك ، لطفاً ... انها تفعل فعل السحر في الناس .,"['حوار،', 'تعامل']"
لا تترك صديقًا خلفك أبدًا. الأصدقاء هم كل ما علينا أن نجتاز هذه الحياة - وهم الأشياء الوحيدة من هذا العالم التي نأمل أن نراها في المستقبل .,['صداقة']
دعونا نكون ممتنين للأشخاص الذين يسعدوننا ؛ إنهم البستانيون الساحرون الذين يجعلون أرواحنا تتفتح .,"['الامتنان', 'السعادة']"
أحذركم عاقبة الفراغ، فإنه أجمع للأبواب المكروهة من السُكْر.,"['نصائح،', 'اخلاق']"
تعلمت أن العقل كالحقل ، و كل فكرة نفكر فيها لفترة طويلة هي بمثابة عملية ري ، و لن نحصد سوى ما نزرع من أفكار ، سلبية أم إيجابية .,['تأملات']
إنني أفضل دائماً أن أؤمن بأفضل ما لدى كل شخص .. لقد ساعدني ذلك على تجنب الكثير من المشاكل .,"['رجال', 'أعمال']"
زيادة رصيدك في بنك العواطف تضمن لك علاقات طويلة المدى مع الآخرين .,"['طموح،', 'نجاح']"
من أفدح الاخطاء التي يرتكبها الإنسان في حياته ، هي تلك التي كانت نتيجة لمواقف توجب فيها ان يقول لا ، فقال نعم .,['حياة']
إذا فاتك خير فأدركه، وإن أدركك فاسبقه.,"['دروس،', 'اسلام']"
السعادة هي نتيجة الجهد الشخصي. أنت تقاتل من أجلها ، وتكافح من أجلها ، وتصر عليها ، وأحيانًا تسافر حول العالم بحثًا عنها. عليك أن تشارك بلا هوادة في مظاهر النعم الخاصة بك. وبمجرد أن تصل إلى حالة من السعادة ، يجب ألا تتهاون أبدًا بشأن الحفاظ عليها. يجب أن تبذل جهدًا كبيرًا للاستمرار في السباحة نحو هذه السعادة إلى الأبد ، للبقاء واقفة على قدميها .,['سعادة']
العادات في أول الأمر خيوط عنكبوت ، و بعد ذلك أغلال من حديد .,['أمثال']
الخطوة الأولى لتحقيق النجاح تأخذها عندما ترفض الاستسلام للظروف المحيطة بك.,"['طموح،', 'نجاح']"
إن ارفع درجات القيادة البشرية هي معرفة مسايرة الظروف و خلق سكينة وهدوء داخليين على الرغم من العواصف الخارجية .,['قيادة']
الميزة الوحيدة التي تجمع بين الناجحين في العالم تكمن في قدرتهم على تحمل المسؤولية .,"['تفكير،', 'تغيير']"
سأل الممكن المستحيل أين تقيم ، فأجاب : في أحلام العاجز .,"['تنمية', 'الذات،', 'تحفيز']"
من هز بيت جاره سقط بيته.,['أمثال']
علمتني ‫‏القراءة الطويلة المتأنية أدب الاستماع، فالقارئ لا يتكلم وإنما يستمع طويلًا وعميقًا إلى الذي يقرأه.,['إدارة']
الفرص الضائعة ، الاحتمالات الضائعة ، المشاعر التي لا يمكننا استعادتها أبدًا. هذا جزء مما يعنيه أن تكون على قيد الحياة. لكن داخل رؤوسنا - على الأقل هذا ما أتخيله - هناك غرفة صغيرة حيث نخزن فيها تلك الذكريات. غرفة مثل الأكوام في هذه المكتبة. ولفهم طريقة عمل قلوبنا ، علينا أن نستمر في صنع بطاقات مرجعية جديدة. علينا أن نزيل الغبار عن الأشياء من حين لآخر ، والسماح بدخول الهواء النقي ، وتغيير الماء في مزهريات الزهور. بعبارة أخرى ، ستعيش إلى الأبد في مكتبتك الخاصة .,"['الحياة', 'الداخلية', 'الحياة']"
الحب الذي يتغذى على الهدايا يبقى جائعا على الدوام.,['أمثال']
لقد لاحظت في مرحلة مبكرة من حياتي أن الصحف لا تنقل أبدا أي حدث كما حدث فعلا.,['حقيقة']
أفقر الناس من ليس عنده أمل.,['أمثال']
يجب أن يكون قلب المرأة مخفيًا في الله لدرجة أن على الرجل أن يبحث عنه فقط ليجدها.,['ملهم']
لقد أحببتها ضد العقل ، وضد الوعد ، وضد السلام ، والأمل ، والسعادة ، وضد كل إحباط ممكن.,[]
على الإنسان أن يكون رحيماً ، لأن الرحمة تجمع بين البشر ؛ و أن يكون أديباً ، لأن الأدب يوحد القلوب المتنافرة .,"['نصائح،', 'اخلاق']"
قال هاري بهدوء ألبس سيفيروس ، حتى لا يسمع أحد باستثناء جيني ، وكانت لبقة بما يكفي لتتظاهر بأنها تلوح لروز ، التي كانت الآن في القطار ، لقد تم تسميتك على اسم مديري مدرسة هوجورتس. كان أحدهم سليذرين وربما كان أشجع رجل عرفته على الإطلاق .,['حياة']
ألا ليت الشباب يعود يوما ... فأخبره بما فعل المشيب,['أخرى']
الخطأان لا يصححان ، لكنهما يقدمان عذرًا جيدًا.,"['فكاهة', 'ملهمة']"
الدنيا كامرأة بغي لا تثبت مع زوج.,"['دروس،', 'اسلام']"
ليس الحاسد هو الذي يطمع أن يساويك بأن يرقى إليك ؛ بل هو الذي يريد أن تساويه بأن تنزل إليه .,"['نصائح،', 'اخلاق']"
ان كل كلمة و كل فكرة تعد بمثابة طاقة روحية تقوم بتنشيط قوى الحياة في داخلك ، سواء كانت ذات طبيعة سلبية أو ايجابية .,"['تنمية', 'الذات،', 'تحفيز']"
إنها تبدو رائعة جدًا ، مركزة جدًا ، هادئة جدًا ، ومع ذلك تظل عيناها مثبتتين في الأفق. تعتقد أنك تعرف كل ما يمكن معرفته عنها فور مقابلتها ، لكن كل ما تعتقد أنك تعرفه خطأ. يتدفق العاطفة من خلالها مثل نهر من الدم. نظرت بعيدًا للحظة ، وانزلق القناع ، وسقطت. كل غدك يبدأ هنا .,"['إلهامي', 'شعر']"
لا يمكن لأي قدر من الندم أن يغير الماضي ، ولا يمكن لأي قدر من القلق أن يغير المستقبل.,"['إلهام', 'ملهمة', 'اقتباسات']"
اذا نام الحزن فلا توقظه .,['أمثال']
قالت الصغيرة بيجي آن ماكاي: لا يمكنني الذهاب إلى المدرسة اليوم. أعاني من الحصبة والنكاف ، وطفح جلدي وطفح جلدي وبثور أرجوانية. فمي رطب ، وحلقتي جافة. عين ، لوزتي كبيرة مثل الصخور ، لقد أحصيت ستة عشر جدري الماء وهناك واحد آخر - هذا هو سبعة عشر ، ألا تعتقد أن وجهي يبدو أخضر؟ ساقي مقطوعة ، عيني زرقاء ، قد يكون الأنفلونزا الطارئة ، أسعل وأعطس وألتهب وأختنق ، أنا متأكد من أن رجلي اليسرى مكسورة ، وركتي تؤلمني عندما أحرك ذقني ، وسرة بطني تنفجر ، وظهري متشنج ، وكاحلي التواء ، آلام البندكس في كل مرة تمطر فيها أصابع قدمي باردة وأصابع قدمي مخدرة ولدي شظية في إبهامي رقبتي متصلبة وصوتي ضعيف ولا أكاد أهمس عندما أتحدث ولسان يملأ فمي ، أعتقد أن شعري يتساقط ، مرفقي منحني ، وعمودي الفقري ليس مستقيماً ، ودرجة حرارتي على ارتفاع واحد ، وعقلي متقلص ، ولا أستطيع سماع ، هناك ثقب داخل أذني ، لديّ مسمار معلق ، و قلبي ... ماذا؟ ما هذا؟ ماذا تقول؟ أنت تقول اليوم هو .............. السبت؟ وداعا ، أنا ذاهب للعب!,"['أطفال', 'مضحك', 'قصيدة']"
إن الجـسم السليم في العقل السليم و لـيس العكس ، و مجرد محاولة الاهتمام بالجسم دون العقل لا يفيد في الامر سوى تجميل منظره ... و القوة الجسدية مرجعها الى المخ لا لاعضاء الجسد ، فكلما قوي المخ كان الجسد قوياً .,['رياضة']
العظماء يعتبرون المتاعب الكبيرة أمور هينة ، و ينظرون إلى الأمور الهينة على أنها لا شئ على الإطلاق.,"['تميز،', 'شجاعة']"
نادراً ما تساعد الظروف العظماء من الناس .,"['تميز،', 'شجاعة']"
اتجه بجسمك كله لمن يتحدث لـك ، فإن لم يكن فبوجهك على الأقل ، لأن المتحدث يتضايق و يحس بأنك تهمله إن لم تنظر له أو تتجه ناحيته .,"['حوار،', 'تعامل']"
هناك قول مأثور في التبت ، يجب استخدام المأساة كمصدر للقوة. بغض النظر عن نوع الصعوبات ، ومدى مؤلمة التجربة ، إذا فقدنا الأمل ، فهذه هي كارثتنا الحقيقية.,"['أمل', 'حياة', 'ألم']"
مدارسنا و جامعاتنا تجيد التلقين و التحفيظ مع طلابها ، لكنها في الغالب لا تعلم أحـداً .,"['علم،', 'معرفة']"
الخبرة ... مدرسة جيدة ، لكن مصروفاتها باهظة .,['تأملات']
قيمة كل امرئ مايحسنه.,['أمثال']
لا تدع الأوغاد يطحنونك.,['ملهم']
الحزن المطلق مستحيل ، مثلما هو الفرح المطلق .,['حياة']
لا يجتمع الإخلاص في القلب ومحبة المدح والثناء.,"['دروس،', 'اسلام']"
الثورة يصنعها الشرفاء، ويرثها ويستغلها الأوغاد.,['سياسة']
قوة العقل تكمن في الرصانة، لأنها تُبقي عقلك بعيدا عن تشويش العاطفة.,"['تفكير،', 'تغيير']"
الحيلة فيما لا حيلة فيه .. الصبر .,['أمثال']
العقول، مثلها مثل الأجسام ، غالبا ما تسوء حالتها جراء الراحة الزائدة .,"['تنمية', 'الذات،', 'تحفيز']"
إن الذين لا يعتبرون من أخطاء الماضي مكتوب عليهم تكرارها مرة أخرى .,['تاريخ']
من جاء متأخراً ، أكل ما يجد .,['أمثال']
إذا فزت ، فلا داعي لأن تشرح ... إذا خسرت ، فلا يجب أن تكون هناك لتشرح ذلك!,"['فلسفة', 'حرب']"
تسعون في المئة من السياسيين يعطون للعشرة الباقية منهم السمعة السيئة .,['سياسة']
الغالبية العظمى من المسلمين تعيش في عالم وهمي، يُصَوَّر فيه الضعف على أنه قوة، ويُعَدُّ الإخفاق نجاحاً.,"['دروس،', 'اسلام']"
القلب الجميل قادر على التصالح أسرع من الوجه الجميل .,"['حوار،', 'تعامل']"
كلما زادت قوتنا قلت احتمالية الحرب .,['حرب']
كثرة الكلام تحجب المعنى .,['أمثال']
السمعة أكثر الخدع زيفا وبطلانا، فهي كثيرا ما تكتسب دون وجه حق وتُفقد دون وجه حق.,['عام']
الكلاب تـنبح و القافلة تسير .,['أمثال']
تسعون بالمائة من السياسيين يعطون للعشرة بالمائة المتبقين السمعة السيئة.,['سياسة']
محكوم على الإنسان أن يكون حرا، لأنه ما إن يُلقَى به في هذا العالم حتى يكون مسؤولا عن كل ما يفعله.,['حرية']
أن تكون كاتبًا هو نوع غريب جدًا من العمل: أنت دائمًا مقابل ورقة بيضاء (أو شاشة فارغة) وغالبًا ما تفوز قطعة الورق الفارغة.,['كتابة']
لن يتعلم البعض أي شيء لأنهم يفهمون كل شئ أسرع مما يجب .,"['علم،', 'معرفة']"
معظم الرجال تقريبا يمكنهم تحمل الصعاب ، لكن إن أردت اختبار معدن رجل فاجعل له سلـطة .,"['تنمية', 'الذات،', 'تحفيز']"
في أحيان كثيرة عليك ان تتوقع ما ليس متوقعاً .,['حكمة']
كن يقظًا. كن ممتنا، كن شاكرا، كن مقدرا للفضل كن ممتنا للجميل. كن ايجابيا. كن صادق. كن طيبا.,"['الامتنان', 'الإلهام', 'الإلهام']"
يخشى الرجال أن تضحك النساء عليهم. تخشى النساء أن يقتلهن الرجال .,"['ملفق', 'نسوية']"
من تنصت سمع ما يكره .,['أمثال']
من يتصرف بدافع الخوف يظل خائفاً و من يتصرف بدافع الثقة بالنفس يتطور .,"['تنمية', 'الذات،', 'تحفيز']"
المواطن ورقة، والوطن شجرة، والأمة غابة.,['سياسة']
إذا كنت تريد أن تكسب أحداً لقضيتك عليك أولاً أن تقنعه بأنك صديقه .,['سياسة']
أنت لا ترى نفسك .. ما تراه هو ظلك .,['تأملات']
اَالله أمرك بهذا يا إبراهيم ؟ فلن يضيعنا اللّه إذًا,"['دروس،', 'اسلام']"
من لا أعداء له ، لا أصدقاء له .,['أمثال']
الرجل هو أقل ما يكون عندما يتحدث في شخصه. أعطه قناعًا ، وسيخبرك بالحقيقة .,['حقيقة']
الاخلاص سبعة اعشار النجاح في العمل .,"['طموح،', 'نجاح']"
سأعلن رأيي فيما أؤمن به اليوم ، و لو خالف كل ما جاء على لساني بالأمس .,['خواطر']
الإنسان هو ما يؤمن به .,['أخرى']
لا أستطيع أن أتخيل رجلاً يستمتع حقًا بكتاب ويقرأه مرة واحدة فقط.,"['قرا', 'الكتب']"
الزواج الجيد هو ذلك الذي يسمح بالتغيير والنمو للأفراد، وفي الطريقة التي يعبرون بها عن حبهم.,['أخرى']
لقد ولدت بأجنحة ، لماذا تفضل الزحف في الحياة؟,['ملهم']
الجدران المبنية من الطوب موجودة لسبب ما. جدران الطوب ليست هناك لإبعادنا. توجد جدران من الطوب تمنحنا فرصة لإظهار مدى سوء رغبتنا في شيء ما. لأن الجدران المبنية من الطوب موجودة لمنع الناس الذين لا يريدون ذلك بشدة بما فيه الكفاية. إنهم هناك لإيقاف الآخرين .,"['الحواجز', 'التحديات', 'الفشل']"
لا تأخذ الحياة على محمل الجد. قم بضربه في وجهه عندما يحتاج إلى ضربة جيدة. اضحكوا عليه .,['حياة']
أفضل طريقة لعدم الشعور باليأس هي النهوض والقيام بشيء ما. لا تنتظر حدوث أشياء جيدة لك. إذا خرجت وحققت بعض الأشياء الجيدة ، فسوف تملأ العالم بالأمل ، وسوف تملأ نفسك بالأمل .,"['التصميم', 'مساعدة', 'خرين']"
النجاح هو الحصول على ما تريد ، والسعادة هي الرغبة في الحصول على ما تحصل عليه,"['السعادة', 'النجاح']"
تجنب الاسئلة المقفلة التي تحتمل اجابة واحدة من اثـنتين ( نعم او لا ) ... استخدم الاسئلـة المفتوحة التي تحفز الطرف المقابل على طرح آراءه و التعبـير عن نفسه .,"['حوار،', 'تعامل']"
إذا كان بإمكانك أن تجعل امرأة تضحك ، يمكنك أن تجعلها تفعل أي شيء.,['البنات']
يجب أن يكون الموت جميلًا جدًا. أن يستلقي على الأرض الناعمة البنية ، ويلوح الحشائش فوق رأسه ، ويستمع للصمت. ألا يكون لديك أمس ولا غدًا. أن ننسى الوقت ، وأن نغفر للحياة ، وأن أكون في سلام.,"['الموت', 'السلام']"
كرامة الامة أغلى من رخائها .. بل و أغلى من حياة الامة نفسها .,"['دروس،', 'اسلام']"
طارد الحقيقة وسوف تتحرر ، حتى و لو لم تستطع الامساك بها .,['حقيقة']
اختر أصدقائك بعناية، فالأعداء سيختارونك.,['صداقة']
الناس لا يولدون جيدين أو سيئين. ربما ولدوا بميول في كلتا الحالتين ، لكن الطريقة التي تعيش بها حياتك هي المهمة .,"['جيد', 'حياة']"
أود أن أجرؤ على تخمين أن أنون ، التي كتبت الكثير من القصائد دون توقيعها ، كانت في الغالب امرأة.,['نحيف']
الجاهل صغير و إن كان شيخاً ، و العالم كبير و لو كان حدثاً .,"['علم،', 'معرفة']"
الطريقة المثلى للتخلص من الشعور بالخجل هي ان تتذكر بأن الناس جميعاً سواسية .,"['حوار،', 'تعامل']"
الإعلام قد يخترع اكاذيب كاملة من أنصاف الحقائق .,['حقيقة']
في قلب كل امرأة يكمن عبد وطاغية.,['أمثال']
أنا أحب مسيحك ، أنا لا أحب مسيحيك. مسيحيكم يختلفون عن مسيحكم.,"['معاداة', 'المسيحيين', 'المسيحية']"
ما يتسبب في الزيجات التعيسة ليس غياب الحب، بل غياب الصداقة.,['صداقة']
الناس لا يقذفون بالحجارة إلا على أغصان الشجرة المثمرة .,['أمثال']
الإسلام الحق هو الذي يمكن أن يقدم للعالم معنى الحياة .,['حياة']
ابدأ كل يوم بفكر إيجابي وقلب ممتن.,"['امتنان', 'قلب', 'إلهام']"
كنت أبتسم أمس ، وأنا أبتسم اليوم وسأبتسم غدًا. ببساطة لأن الحياة أقصر من أن تبكي على أي شيء.,"['صرخة', 'ملهمة', 'نكتة']"
لا يمكن لأحد أن ينال الاحترام عن طريق فعل ما هو خاطئ.,"['نصائح،', 'اخلاق']"
لا تستح من اعطاء القليل فان الحرمان أقل منه .,"['نصائح،', 'اخلاق']"
الحضارة ليست أدوات نستعملها و نستهلكها ، و انما هي اخلاق سامية نوظفها .,"['دروس،', 'اسلام']"
غرفة بدون كتب مثل جسد بلا روح.,"['كتب', 'تشبيه', 'روح']"
رضا الناس غاية لاتدرك ورضا الله غاية لاتترك، فاترك مالايدرك وادرك مالايترك.,"['دروس،', 'اسلام']"
أعز صديق لي هو الشخص الذي يمنحني كتابًا لم أقرأه.,['صداقة']
كن رجلا بالف رجل ، فان لم تستطع فكن رجلاً .,['أخرى']
القائد هو ذلك الرجل الذي يتحمل المسؤولية ، فهو لا يقول غـُلب رجالي و انما يقول غـُلبت انا .. فهذا هو الرجل حقاً .,"['تفكير،', 'تغيير']"
يا صديقي العزيز، قبل أن تعارض رجلا عجوزا يجب أن تحاول فهمه.,"['حوار،', 'تعامل']"
إدراك جهلك خطوة كبيرة في اتجاه المعرفة .,"['علم،', 'معرفة']"
للقيام بأي عمل ، يجب تركيز قوى الفرد لتأديته ، فقوة مركزة مهما كانت ضعيفة أفضل من قوة هائلة لكنها مشتتة .,['حرب']
أنا أحتفظ بستة من المعاونين ، تعلمت منهم كل ما أعرف ... و هـم : (ماذا ، لماذا ، متى ، كيف ، أين ، من) .,"['طموح،', 'نجاح']"
أحيانًا يكون الكتاب المقدس في يد رجل أسوأ من زجاجة ويسكي في يد (آخر) ... للعيش في هذا ، ويمكنك النظر إلى أسفل الشارع ورؤية النتائج .,"['الكتاب', 'المقدس', 'الله']"
إذا كنت تريد أن تكون كاتبًا ، فيجب أن تفعل شيئين قبل كل شيء آخر: اقرأ كثيرًا واكتب كثيرًا.,['كتابة']
السر في التغيير يكمن في توجيه طاقتك في عمل شيء عمل جديد، وليس محاربتك لما مضى.,"['تفكير،', 'تغيير']"
تكتسب القوة والشجاعة والثقة من خلال كل تجربة تتوقف فيها حقًا لتظهر الخوف في وجهك. يمكنك أن تقول لنفسك ، لقد عشت هذا الرعب. يمكنني أن آخذ الشيء التالي الذي يأتي. يجب أن تفعل الشيء الذي تعتقد أنه لا يمكنك القيام به .,['ثقة']
تقاس ثروة الإنسان بعدد الأشياء التي يستطيع الاستغناء عنها.,['حكمة']
ثلاثة من الصبر: لا تحدث بمصيبتك، ولا بوجعك، ولا تُزَكِّ نفسك.,"['كفاح،', 'الصبر']"
الناس يغيرون وجوههم كل يوم ، فلا تبحث عن قيمتك في وجوه الناس.,['حقيقة']
معرفة الآخرين ذكاء ؛ ومعرفة نفسك حكمة حقيقية ، وإتقان الآخرين قوة ؛ اتقان نفسك هو القوة الحقيقية.,['حكمة']
أنا أعاني من التهاب الباب الخارجي حيث يكون الرجل صديقًا لك وهذا كل شيء.,['العلاقات']
لا تمدحن أمراً حتى تجربه ... و لا تذمه من غير تجريب .,['أمثال']
تذهب الامم الى الحرب لواحد من ثلاثة أسباب : الشرف ، الخوف ، المصلحة .,['حرب']
لا تستطيع التظاهر بالذكاء .. و لا تستطيع التظاهر بالظرف .,['خواطر']
هل سبق لك أن لاحظت أن أي شخص يقود بسرعة أبطأ منك هو أحمق ، وأي شخص يقود أسرع منك يكون مجنونًا؟,['مزاح']
نحن جميعًا ملحدين عن معظم الآلهة التي آمن بها البشر على الإطلاق. البعض منا يذهب إلى أبعد من إله واحد.,"['الإلحاد', 'الفلسفة']"
لا تستخدم كل قدراتـك مبادئاً بهجوم في صـراع مع عدو .. و لا تقـدر أنك باستخدامك اياها تحصل على نتيجة حاسمة ، إذ ان استخدامك اياها من غير ذلك قد يحول نتائج الصراع عليك ، و يكون عدوك غالبك .,['حرب']
لدي اعتقاد راسخ بأن كل شخص منا يستطيع القيام بالقليل لإنهاء تعاسة الآخرين.,"['تفكير،', 'تغيير']"
لا تأخذ الحياة بجدية كبيرة فأنت لن تتمكن من الخروج منها على قيد الحياة.,['حقيقة']
لا تقل يا رب عندي هم ، بل قل يا هم عندي رب .,"['تفاؤل', 'أمـل']"
الزهد في الدنيا هو الزهد في الناس، وأول ذلك زهدك في نفسك.,"['دروس،', 'اسلام']"
أفضل الناس من تواضع عن رفعة و عفا عن قدرة و أنصف عن قوة .,"['نصائح،', 'اخلاق']"
الكلمات مسدسات محشوة.,['تأملات']
أحد أعراض قرب الانهيار العصبي هو إيمان المرء بأن عمله هام للغاية .,['أخرى']
ما هذا بحق الجحيم؟ ضحكت إنها قبعة الثعلب الخاصة بي قبعة الثعلب الخاص بك؟ قبعتي الثعلب. لماذا ترتدي قبعة الثعلب الخاصة بك؟ ، لأنه لا يمكن لأحد أن يمسك بالثعلب اللعين.,"['مضحك', 'فكاهة']"
من يطلب بخجل يساعد على الرفض .,['أمثال']
إننا نطيل الكلام عندما لا يكون لدينا ما نقوله .,"['حوار،', 'تعامل']"
جميع الكتب الجيدة متشابهة من حيث أنها أصح مما لو كانت قد حدثت بالفعل وبعد الانتهاء من قراءة أحد الكتب ستشعر أن كل ما حدث لك وبعد ذلك كل شيء يخصك: الخير والشر ، النشوة ، الندم والحزن والناس والأماكن وكيف كان الطقس. إذا استطعت أن تعطي ذلك للناس ، فأنت كاتب .,"['المؤلفون', 'الكتب', 'الجيدة']"
تحمل مسؤولية سعادتك ، ولا تضعها في أيدي الآخرين.,"['السعادة', 'الملهمة', 'المسؤولية']"
الجود أن تعطي أكثر مما تستطيع، والإباء أن تأخذ أقل مما تحتاج إليه.,"['تفكير،', 'تغيير']"
إذا كنت قد سقطت بالأمس، فلتقف اليوم.,"['تنمية', 'الذات،', 'تحفيز']"
مثلما السيارة ذات العجلات المتوازية بدقة تجري فى طريقها بسهولة وبسرعة .. فانت ستؤدي في الحياة بشكل افضل اذا وازنت بين افكارك و مشاعرك و عواطفك و اهدافك و قيمـك .,"['تفكير،', 'تغيير']"
ما لا نستطيع فهمه بالكامـل لا نستطيع السيطرة عليه .,['حكمة']
الغرور والفخر شيئان مختلفان ، على الرغم من استخدام الكلمات في كثير من الأحيان بشكل مترادف. قد يكون الشخص فخورا دون أن يكون عبثا. يرتبط الكبرياء برأينا في أنفسنا ، والغرور يتعلق بما قد يفكر فيه الآخرون عنا .,"['تحيز', 'فخر', 'غرور']"
في كل أمرك تقليدٌ رضيتَ به ... حتى مقالك ربي واحدٌ أحدُ,['أخرى']
لهذا السبب عندما يحيي الأشرار الكبار بعضهم البعض في الأفلام ، فإنهم لا يقولون أي شيء ، إنهم يهزون برأسهم. تعني الإيماءة ، أنا بدس ، وأدرك أنك أيضًا بدس ، لكنهم لا يقولون أي شيء لأنهم ولفيرين ومغنيتو ، وسوف يفسد شعورهم بالشرح.,"['مدينة', 'العظام', 'سيمون']"
ليس الامر أني عبقري ، كل ما هنالك اني اكافح مع المشاكل لفترة أطول .,"['تجديد،', 'إبداع']"
لم أسمح أبدًا لمدرسي بالتدخل في تعليمي.,['تعليم']
امدح صديقك علناً .. عاتبه سراً .,['صداقة']
من فضلك صدق أن الأشياء جيدة معي ، وحتى عندما لا تكون كذلك ، فإنها ستكون في القريب العاجل. وسأؤمن دائمًا بنفس الشيء عنك .,"['السعادة', 'الملهمة', 'الحياة']"
اِرضَ بفعل الصواب، ودع الآخرين يتكلمون عنك كما يريدون.,"['نصائح،', 'اخلاق']"
تجنب الملاحظات التي تحرج مرؤوسيك علناً أو تخجلهم .,"['تنمية', 'الذات،', 'تحفيز']"
الحرفي يعمل بيده ، و المهني يعمل بعقله .. و الفنان يعمل بقلبه و عقله و يده .,['تأملات']
أينما ترى تجارة ناجحة، فحتماً هناك من اتخذ قراراً شجاعاً .,"['تميز،', 'شجاعة']"
لا تفتح باباً يصعب عليك اغلاقه .,['أمثال']
الألحان المسموعة حلوة ولكن التي لم تسمع أحلى,"['فلسفة', 'دين', 'علم']"
المتشائم .. هو شخص اذا كان عليه أن يختار بين شرين فانه يختار الاثنين .,['تأملات']
بدون ألم كيف لنا أن نعرف الفرح؟ هذه حجة قديمة في مجال التفكير في المعاناة ، وقد يكون غباءها وافتقارها للتطور مطروحًا لعدة قرون ، لكن يكفي أن نقول إن وجود البروكلي لا يؤثر بأي شكل من الأشكال على مذاق الشوكولاتة .,"['بروكلي', 'شوكولاتة', 'فرح']"
إن تثقيف العقل دون تثقيف القلب ليس تعليمًا على الإطلاق.,"['تعليم', 'أخلاقيات']"
إذا كنت تريد صورة للمستقبل ، تخيل أن الحذاء يختم على وجه الإنسان - إلى الأبد.,['مستقبل']
الأشياء تتغير. ويغادر الأصدقاء. الحياة لا تتوقف لأي شخص .,"['يغير', 'الحياة']"
الصمت هو أفضل تعبير عن الاحتقار.,['عام']
لا تظنن أن أمرا ما يستحيل تحقيقه لأنك وجدته صعبا عليك.,['مشاكل،حلول']
ضع دائما صورتك التي تريد ان تكون عليها في عقلك ومخيلتك وستتجه تدريجيا نحوها.. اذا لم تهزم نفسك ستهزمك نفسك.,"['تنمية', 'الذات،', 'تحفيز']"
تفائل بالأفضل و ليكن استعدادك للأسوأ.,['أمثال']
كن ممتنًا لما لديك بالفعل أثناء متابعة أهدافك. إذا لم تكن ممتنًا لما لديك بالفعل ، فما الذي يجعلك تعتقد أنك ستكون سعيدًا بالمزيد .,"['الهدف', 'الأهداف', 'الامتنان']"
